主旨,開始日期,星期,開始時間,結束日期,結束時間,全天,提醒開啟關閉,提醒日期,提醒時間,會議召集人,出席者,列席者,會議資源,地點,私人,津貼,帳目資訊,敏感度,描述,優先順序,類別,顯示時間為,說明
全校運動會(停課),12/6/2023,三,10:10,12/6/2023,11:00,FALSE,FALSE,12/14/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
全校運動會(停課),12/6/2023,三,11:10,12/6/2023,12:00,FALSE,FALSE,12/14/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
全校運動會(停課),12/6/2023,三,13:20,12/6/2023,14:10,FALSE,FALSE,12/14/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
全校運動會(停課),12/6/2023,三,14:20,12/6/2023,15:10,FALSE,FALSE,12/14/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
全校運動會(停課),12/6/2023,三,15:30,12/6/2023,16:20,FALSE,FALSE,12/14/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
全校運動會(停課),12/6/2023,三,16:30,12/6/2023,17:20,FALSE,FALSE,12/14/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Neurology]:Brain_lec_22, Myopathy & Motor neuron disease,李宜中",12/7/2023,四,8:00,12/7/2023,8:50,FALSE,FALSE,12/15/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李宜中
"[Neurology]:Brain_lec_11, CNS autoimmune disease: demyelinating disease & autoimmune encephalitis,廖翊筑",12/7/2023,四,9:00,12/7/2023,9:50,FALSE,FALSE,12/15/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,廖翊筑
"[Imaging Diagnosis]:Brain_lec_49, Imaging study of spine and spinal cord(1),凌憬峰",12/7/2023,四,10:10,12/7/2023,11:00,FALSE,FALSE,12/15/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,凌憬峰
"[Imaging Diagnosis]:Brain_lec_51, Imaging study of spine and spinal cord(2),凌憬峰",12/7/2023,四,11:10,12/7/2023,12:00,FALSE,FALSE,12/15/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,凌憬峰
"[Neurology]:Brain_lec_68, PNS autoimmune disease: MG, inflammatory myopathy, GBS,蕭丞宗",12/7/2023,四,13:20,12/7/2023,14:10,FALSE,FALSE,12/15/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蕭丞宗
"[Neurology]:Brain_lec_02, Neurogenetic diseases,劉祐岑",12/7/2023,四,14:20,12/7/2023,15:10,FALSE,FALSE,12/15/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉祐岑
"[Rehabilitation Medicine]:Brain_lec_40, pediatric rehabilitation,楊翠芬",12/7/2023,四,15:30,12/7/2023,16:20,FALSE,FALSE,12/15/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,楊翠芬
"[Rehabilitation Medicine]:Brain_lec_46, Rehabilitation of spinal cord injury,蔡昀岸",12/7/2023,四,16:30,12/7/2023,17:20,FALSE,FALSE,12/15/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡昀岸
"[Neurology]:Brain_lec_91, Surgery for spinal disorders,黃文成",12/8/2023,五,8:00,12/8/2023,8:50,FALSE,FALSE,12/16/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃文成
"[Neurology]:Brain_lec_92, Pediatric Neurosurgery,吳昭慶",12/8/2023,五,9:00,12/8/2023,9:50,FALSE,FALSE,12/16/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳昭慶
"[Imaging Diagnosis]:Brain_lec_78, Introduction to interventional neuroradiology,凌憬峰",12/8/2023,五,10:10,12/8/2023,11:00,FALSE,FALSE,12/16/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,凌憬峰
"[Imaging Diagnosis]:Brain_lec_83, Imaging study of brain tumor,凌憬峰",12/8/2023,五,11:10,12/8/2023,12:00,FALSE,FALSE,12/16/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,凌憬峰
PBL-NP01-III,12/8/2023,五,13:20,12/8/2023,14:10,FALSE,FALSE,12/16/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-NP01-III,12/8/2023,五,14:20,12/8/2023,15:10,FALSE,FALSE,12/16/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Psychiatry]:Brain_lec_03, Introduction to Psychiatry,白雅美",12/11/2023,一,8:00,12/11/2023,8:50,FALSE,FALSE,12/19/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,白雅美
"[Psychiatry]:Brain_lec_77, 精神科疾病診斷學,周元華",12/11/2023,一,9:00,12/11/2023,9:50,FALSE,FALSE,12/19/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,周元華
"[Psychiatry]:Brain_lec_76, Clinical skills in psychiatry,陳麗淇",12/11/2023,一,10:10,12/11/2023,11:00,FALSE,FALSE,12/19/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳麗淇
PBL-NP02-I,12/11/2023,一,13:20,12/11/2023,14:10,FALSE,FALSE,12/19/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-NP02-I,12/11/2023,一,14:20,12/11/2023,15:10,FALSE,FALSE,12/19/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Psychiatry]:Brain_lec_07, Schizophrenia,白雅美",12/12/2023,二,9:00,12/12/2023,9:50,FALSE,FALSE,12/20/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,白雅美
"[Psychiatry]:Brain_lec_08, Bipolar disorder,蘇東平",12/12/2023,二,10:10,12/12/2023,11:00,FALSE,FALSE,12/20/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蘇東平
"[Psychiatry]:Brain_lec_39, Depressive disorder,楊凱鈞",12/12/2023,二,11:10,12/12/2023,12:00,FALSE,FALSE,12/20/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,楊凱鈞
"[Pathology&Laboratory]:Brain_lec_97, Central nervous system pathology,林士傑",12/12/2023,二,13:20,12/12/2023,14:10,FALSE,FALSE,12/20/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士傑
"[Pathology&Laboratory]:Brain_lec_98, Central nervous system pathology,林士傑",12/12/2023,二,14:20,12/12/2023,15:10,FALSE,FALSE,12/20/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士傑
"[Pharmacology]:Brain_lec_58, 藥理學期末考(1),嚴錦城 許馨文",12/13/2023,三,10:10,12/13/2023,11:00,FALSE,FALSE,12/21/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城 許馨文
"[Pharmacology]:Brain_lec_59, 藥理學期末考(1),嚴錦城 許馨文",12/13/2023,三,11:10,12/13/2023,12:00,FALSE,FALSE,12/21/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城 許馨文
"[PAS]:PAS_15, 醫療與社會(B時段),-",12/13/2023,三,13:20,12/13/2023,14:10,FALSE,FALSE,12/21/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[PAS]:PAS_15, 醫療與社會(B時段),-",12/13/2023,三,14:20,12/13/2023,15:10,FALSE,FALSE,12/21/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[Psychiatry]:Brain_lec_14, Anxiety disorders,陳牧宏",12/13/2023,三,15:30,12/13/2023,16:20,FALSE,FALSE,12/21/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳牧宏
"[Psychiatry]:Brain_lec_27, Child and adolescent psychiatry,陳牧宏",12/13/2023,三,16:30,12/13/2023,17:20,FALSE,FALSE,12/21/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳牧宏
"[Psychiatry]:Brain_lec_13, Geriatric psychiatry,蔡佳芬",12/14/2023,四,9:00,12/14/2023,9:50,FALSE,FALSE,12/22/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡佳芬
"[Psychiatry]:Brain_lec_87,  Women's mental health,蔡佳芬",12/14/2023,四,10:10,12/14/2023,11:00,FALSE,FALSE,12/22/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡佳芬
"[Neurology]:Brain_lec_52, PBL-NP01-Case Wrapup,紀乃方",12/14/2023,四,11:10,12/14/2023,12:00,FALSE,FALSE,12/22/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,紀乃方
"[Psychiatry]:Brain_lec_18, Alcohol and substance related disorders,蔡佳芬",12/14/2023,四,13:20,12/14/2023,14:10,FALSE,FALSE,12/22/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡佳芬
"[Psychiatry]:Brain_lec_17, Organic mental disorder,沈正哲",12/14/2023,四,14:20,12/14/2023,15:10,FALSE,FALSE,12/22/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,沈正哲
"[Psychiatry]:Brain_lec_84, Sleep disorder,林韋丞",12/14/2023,四,15:30,12/14/2023,16:20,FALSE,FALSE,12/22/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林韋丞
"[Nuclear Medicine]:Brain_lec_43, Neuronuclear medicine,李哲皓",12/15/2023,五,8:00,12/15/2023,8:50,FALSE,FALSE,12/23/2005,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李哲皓
"[Psychiatry]:Brain_lec_86, psychiatric consultation in general medical settin,劉英杰",12/15/2023,五,9:00,12/15/2023,9:50,FALSE,FALSE,12/23/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉英杰
"[Psychiatry]:Brain_lec_38, Psychiatry rehabilitation,李正達",12/15/2023,五,10:10,12/15/2023,11:00,FALSE,FALSE,12/23/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李正達
"[Psychiatry]:Brain_lec_33, Theory of personality and psychotherapy,胡力予",12/15/2023,五,11:10,12/15/2023,12:00,FALSE,FALSE,12/23/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,胡力予
PBL-NP02-II,12/15/2023,五,13:20,12/15/2023,14:10,FALSE,FALSE,12/23/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-NP02-II,12/15/2023,五,14:20,12/15/2023,15:10,FALSE,FALSE,12/23/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-NP02-II,12/15/2023,五,15:30,12/15/2023,16:20,FALSE,FALSE,12/23/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Psychiatry]:Brain_lec_34, Psychotherapy,黃凱琳",12/18/2023,一,9:00,12/18/2023,9:50,FALSE,FALSE,12/26/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃凱琳
"[Psychiatry]:Brain_lec_23, Psychopharmacology(1),陳牧宏",12/18/2023,一,10:10,12/18/2023,11:00,FALSE,FALSE,12/26/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳牧宏
"[Psychiatry]:Brain_lec_24, Psychopharmacology(2),劉慕恩",12/18/2023,一,11:10,12/18/2023,12:00,FALSE,FALSE,12/26/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉慕恩
PBL-NP02-III,12/18/2023,一,13:20,12/18/2023,14:10,FALSE,FALSE,12/26/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-NP02-III,12/18/2023,一,14:20,12/18/2023,15:10,FALSE,FALSE,12/26/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Dermatology]:Integ_lec_16, Papulosquamous disease,黃君瑜",12/19/2023,二,9:00,12/19/2023,9:50,FALSE,FALSE,12/27/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃君瑜
"[Dermatology]:Integ_lec_14, Skin tumor-1,洪千惠",12/19/2023,二,10:10,12/19/2023,11:00,FALSE,FALSE,12/27/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,洪千惠
"[Dermatology]:Integ_lec_15, Skin tumor-2,洪千惠",12/19/2023,二,11:10,12/19/2023,12:00,FALSE,FALSE,12/27/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,洪千惠
"[Psychiatry]:Brain_lec_04, Molecular Psychiatry,洪成志",12/19/2023,二,13:20,12/19/2023,14:10,FALSE,FALSE,12/27/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,洪成志
"[Psychiatry]:Brain_lec_85, 精神疾病的基因流行病學,藍祚鴻",12/19/2023,二,14:20,12/19/2023,15:10,FALSE,FALSE,12/27/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,藍祚鴻
"[Introduction to Surgery]:Brain_lec_60, 外科概論考試(1),外科部總醫師",12/20/2023,三,9:00,12/20/2023,9:50,FALSE,FALSE,12/28/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,外科部總醫師
"[Introduction to Surgery]:Brain_lec_60, 外科概論考試(1),外科部總醫師",12/20/2023,三,10:10,12/20/2023,11:00,FALSE,FALSE,12/28/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,外科部總醫師
"[Dermatology]:Integ_lec_01, Cosmetic dermatology,李定達",12/20/2023,三,11:10,12/20/2023,12:00,FALSE,FALSE,12/28/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李定達
"[PAS]:PAS_16, 醫療與社會(B時段),-",12/20/2023,三,13:20,12/20/2023,14:10,FALSE,FALSE,12/28/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[PAS]:PAS_16, 醫療與社會(B時段),-",12/20/2023,三,14:20,12/20/2023,15:10,FALSE,FALSE,12/28/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[Dermatology]:Integ_lec_11, Examination of skin lesions,李政源",12/20/2023,三,15:30,12/20/2023,16:20,FALSE,FALSE,12/28/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李政源
"[Dermatology]:Integ_lec_05, Dermatitis,李政源",12/20/2023,三,16:30,12/20/2023,17:20,FALSE,FALSE,12/28/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李政源
"[Pharmacology]:Brain_lec_29, Opioid analgesics & antagonists,嚴錦城",12/21/2023,四,9:00,12/21/2023,9:50,FALSE,FALSE,12/29/2005,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城
"[Pharmacology]:Brain_lec_19, Drug abuse,嚴錦城",12/21/2023,四,10:10,12/21/2023,11:00,FALSE,FALSE,12/29/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城
"[Psychiatry]:Brain_lec_55, PBL-NP02-Case Wrapup,陳牧宏",12/21/2023,四,11:10,12/21/2023,12:00,FALSE,FALSE,12/29/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳牧宏
"[Dermatology]:Integ_lec_12, Infectious skin disorder-1,黃千耀",12/21/2023,四,13:20,12/21/2023,14:10,FALSE,FALSE,12/29/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃千耀
"[Dermatology]:Integ_lec_13, Infectious skin disorder-2,黃千耀",12/21/2023,四,14:20,12/21/2023,15:10,FALSE,FALSE,12/29/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃千耀
"[Introduction to Surgery]:Integ_lec_18, BURNS,王天祥",12/21/2023,四,15:30,12/21/2023,16:20,FALSE,FALSE,12/29/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王天祥
"[Introduction to Surgery]:Integ_lec_19, Plastic and Reconstructive Surgery,馬旭",12/21/2023,四,16:30,12/21/2023,17:20,FALSE,FALSE,12/29/2005,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,馬旭
"[Dermatology]:Integ_lec_09, Metabolic skin disorders-1,朱思穎",12/22/2023,五,10:10,12/22/2023,11:00,FALSE,FALSE,12/30/2005,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,朱思穎
"[Dermatology]:Integ_lec_10, Metabolic skin disorders-2,朱思穎",12/22/2023,五,11:10,12/22/2023,12:00,FALSE,FALSE,12/30/2005,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,朱思穎
"[Dermatology]:Integ_lec_06, Emerging treatment in dermatology,何翊芯",12/22/2023,五,13:20,12/22/2023,14:10,FALSE,FALSE,12/30/2005,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,何翊芯
"[Dermatology]:Integ_lec_07, Autoimmune bullous Disease,陳怡如",12/22/2023,五,14:20,12/22/2023,15:10,FALSE,FALSE,12/30/2005,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳怡如
"[Dermatology]:Integ_lec_08, Cutaneous manifestations of internal medical disor,陳怡如",12/22/2023,五,15:30,12/22/2023,16:20,FALSE,FALSE,12/30/2005,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳怡如
"[Neurology]:Brain_lec_72, 神經學區段考試,神經科總醫師",12/26/2023,二,13:20,12/26/2023,14:10,FALSE,FALSE,1/3/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,神經科總醫師
"[Neurology]:Brain_lec_73, 神經學區段考試,神經科總醫師",12/26/2023,二,14:20,12/26/2023,15:10,FALSE,FALSE,1/3/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,神經科總醫師
"[Dermatology]:Integ_lec_03, Disorder of skin appendage,陳志強",12/27/2023,三,10:10,12/27/2023,11:00,FALSE,FALSE,1/4/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳志強
"[Dermatology]:Integ_lec_04, Pigmented Disorders,陳志強",12/27/2023,三,11:10,12/27/2023,12:00,FALSE,FALSE,1/4/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳志強
"[PAS]:PAS_17, 醫療與社會(B時段),-",12/27/2023,三,13:20,12/27/2023,14:10,FALSE,FALSE,1/4/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[PAS]:PAS_17, 醫療與社會(B時段),-",12/27/2023,三,14:20,12/27/2023,15:10,FALSE,FALSE,1/4/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,-
"[Pathology&Laboratory]:Brain_lec_99, Gross pathology of the disease (大體實驗室),李芬瑤/病理助教",12/28/2023,四,13:20,12/28/2023,14:10,FALSE,FALSE,1/5/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李芬瑤/病理助教
"[Pathology&Laboratory]:Brain_lec_100, Gross pathology of the disease (大體實驗室),李芬瑤/病理助教",12/28/2023,四,14:20,12/28/2023,15:10,FALSE,FALSE,1/5/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李芬瑤/病理助教
"[Pathology&Laboratory]:Brain_lec_101, Gross pathology of the disease (大體實驗室),李芬瑤/病理助教",12/28/2023,四,15:30,12/28/2023,16:20,FALSE,FALSE,1/5/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李芬瑤/病理助教
"[Pathology&Laboratory]:Brain_lec_101+1, Gross pathology of the disease (大體實驗室),李芬瑤/病理助教",12/28/2023,四,16:30,12/28/2023,17:20,FALSE,FALSE,1/5/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李芬瑤/病理助教
"[Psychiatry]:Brain_lec_74, 精神醫學區段考試,蔡佳芬",12/29/2023,五,13:20,12/29/2023,14:10,FALSE,FALSE,1/6/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡佳芬
"[Psychiatry]:Brain_lec_75, 精神醫學區段考試,鄭智銘",12/29/2023,五,14:20,12/29/2023,15:10,FALSE,FALSE,1/6/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,鄭智銘
開國紀念日調整放假,1/1/2024,一,8:00,1/1/2024,8:50,FALSE,FALSE,1/9/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
開國紀念日調整放假,1/1/2024,一,9:00,1/1/2024,9:50,FALSE,FALSE,1/9/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
開國紀念日調整放假,1/1/2024,一,10:10,1/1/2024,11:00,FALSE,FALSE,1/9/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
開國紀念日調整放假,1/1/2024,一,11:10,1/1/2024,12:00,FALSE,FALSE,1/9/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
開國紀念日調整放假,1/1/2024,一,13:20,1/1/2024,14:10,FALSE,FALSE,1/9/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
開國紀念日調整放假,1/1/2024,一,14:20,1/1/2024,15:10,FALSE,FALSE,1/9/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
開國紀念日調整放假,1/1/2024,一,15:30,1/1/2024,16:20,FALSE,FALSE,1/9/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
開國紀念日調整放假,1/1/2024,一,16:30,1/1/2024,17:20,FALSE,FALSE,1/9/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pathology&Laboratory]:Brain_lec_107, 病理學期末考+實驗考,病理學助教",1/2/2024,二,13:20,1/2/2024,14:10,FALSE,FALSE,1/10/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,病理學助教
"[Pathology&Laboratory]:Brain_lec_108, 病理學期末考+實驗考,病理學助教",1/2/2024,二,14:20,1/2/2024,15:10,FALSE,FALSE,1/10/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,病理學助教
"[Dermatology]:Integ_lec_17, 皮膚病學考試,陳志強",1/5/2024,五,13:20,1/5/2024,14:10,FALSE,FALSE,1/13/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳志強
"[Dermatology]:Integ_lec_17, 皮膚病學考試,陳志強",1/5/2024,五,14:20,1/5/2024,15:10,FALSE,FALSE,1/13/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳志強
"[Orthopedics]:Musc_lec_31, Basic science of musculoskeletal system & osteoporosis,李光申",2/19/2024,一,9:00,2/19/2024,9:50,FALSE,FALSE,2/27/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李光申
"[Orthopedics]:Musc_lec_34, Tissue engineering in Orthopedics,王致又",2/19/2024,一,10:10,2/19/2024,11:00,FALSE,FALSE,2/27/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王致又
"[Nuclear Medicine]:Musc_lec_32, Nuclear medicine in orthopedics,黃文盛",2/19/2024,一,11:10,2/19/2024,12:00,FALSE,FALSE,2/27/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃文盛
"[Imaging Diagnosis]:Musc_lec_09, Ultrasound in musculoskeletal disease,邱宏仁",2/20/2024,二,8:00,2/20/2024,8:50,FALSE,FALSE,2/28/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,邱宏仁
"[Rehabilitation Medicine]:Musc_lec_21, Rehabilitation of Sports Injury,高崇蘭",2/20/2024,二,9:00,2/20/2024,9:50,FALSE,FALSE,2/28/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,高崇蘭
"[Imaging Diagnosis]:Musc_lec_12, Imaging Diagnosis of Musculoskeletal Diseases： Radiology（I）Bone and Joint Diseases,吳宏達",2/20/2024,二,10:10,2/20/2024,11:00,FALSE,FALSE,2/28/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳宏達
"[Imaging Diagnosis]:Musc_lec_20, Imaging Diagnosis of Musculoskeletal Diseases： Radiology（II）Sports Injury,吳宏達",2/20/2024,二,11:10,2/20/2024,12:00,FALSE,FALSE,2/28/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳宏達
"[Pathology&Laboratory]:Musc_lec_58, Bone, Joint, Soft tissue,王蕾琪",2/20/2024,二,13:20,2/20/2024,14:10,FALSE,FALSE,2/28/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王蕾琪
